"Lake_Name","WBIC","PARAM","Year","Date","Time","Level","Change_in_Level"
"Wheeler Lake",439800,92014,"2019","05/07/2019","0:00",1195.46,0
"Wheeler Lake",439800,92014,"2018","10/16/2018","0:00",1194.88,-0.176783999999941
"Wheeler Lake",439800,92014,"2018","05/08/2018","0:00",1195.29,-0.0518160000000307
"Wheeler Lake",439800,92014,"2017","07/23/2017","0:00",1195.28,-0.0548640000000091
"Wheeler Lake",439800,92014,"2017","07/15/2017","0:00",1195.4,-0.0182879999999841
"Wheeler Lake",439800,92014,"2017","07/02/2017","0:00",1195.34,-0.036576000000025
"Wheeler Lake",439800,92014,"2017","10/01/2017","0:00",1195.1,-0.109728000000018
"Wheeler Lake",439800,92014,"2017","09/24/2017","0:00",1195.14,-0.097535999999991
"Wheeler Lake",439800,92014,"2017","09/17/2017","0:00",1195.16,-0.0914399999999773
"Wheeler Lake",439800,92014,"2017","09/05/2017","0:00",1195.2,-0.0792480000000069
"Wheeler Lake",439800,92014,"2017","08/28/2017","0:00",1195.14,-0.097535999999991
"Wheeler Lake",439800,92014,"2017","08/20/2017","0:00",1195.18,-0.0853439999999637
"Wheeler Lake",439800,92014,"2017","08/13/2017","0:00",1195.22,-0.0731519999999932
"Wheeler Lake",439800,92014,"2017","08/06/2017","0:00",1195.28,-0.0548640000000091
"Wheeler Lake",439800,92014,"2017","07/30/2017","0:00",1195.24,-0.0670559999999796
"Wheeler Lake",439800,92014,"2017","06/24/2017","0:00",1195.3,-0.0487679999999955
"Wheeler Lake",439800,92014,"2017","06/17/2017","0:00",1195.26,-0.0609600000000228
"Wheeler Lake",439800,92014,"2017","06/04/2017","0:00",1195.18,-0.0853439999999637
"Wheeler Lake",439800,92014,"2017","05/28/2017","0:00",1195.08,-0.115824000000032
"Wheeler Lake",439800,92014,"2017","05/21/2017","0:00",1195.12,-0.103632000000061
"Wheeler Lake",439800,92014,"2017","05/16/2017","0:00",1194.88,-0.176783999999941
"Wheeler Lake",439800,92014,"2016","10/08/2016","0:00",1194.4,-0.323087999999984
"Wheeler Lake",439800,92014,"2016","09/25/2016","0:00",1194.42,-0.316991999999971
"Wheeler Lake",439800,92014,"2016","09/18/2016","0:00",1194.44,-0.310895999999957
"Wheeler Lake",439800,92014,"2016","09/11/2016","0:00",1194.34,-0.341376000000025
"Wheeler Lake",439800,92014,"2016","09/05/2016","0:00",1194.28,-0.359664000000009
"Wheeler Lake",439800,92014,"2016","08/28/2016","0:00",1194.36,-0.335280000000012
"Wheeler Lake",439800,92014,"2016","08/21/2016","0:00",1194.42,-0.316991999999971
"Wheeler Lake",439800,92014,"2016","08/14/2016","0:00",1194.48,-0.298703999999987
"Wheeler Lake",439800,92014,"2016","07/24/2016","0:00",1194.58,-0.268224000000032
"Wheeler Lake",439800,92014,"2016","07/17/2016","0:00",1194.6,-0.262128000000018
"Wheeler Lake",439800,92014,"2016","07/10/2016","0:00",1194.62,-0.256032000000062
"Wheeler Lake",439800,92014,"2016","07/04/2016","0:00",1194.6,-0.262128000000018
"Wheeler Lake",439800,92014,"2016","06/26/2016","0:00",1194.74,-0.21945599999998
"Wheeler Lake",439800,92014,"2016","06/19/2016","0:00",1194.64,-0.249935999999991
"Wheeler Lake",439800,92014,"2016","06/06/2016","0:00",1194.68,-0.237743999999964
"Wheeler Lake",439800,92014,"2016","05/23/2016","0:00",1194.54,-0.280416000000002
"Wheeler Lake",439800,92014,"2016","05/14/2016","0:00",1194.66,-0.243839999999977
"Wheeler Lake",439800,92014,"2016","05/07/2016","0:00",1194.7,-0.231648000000007
"Wheeler Lake",439800,92014,"2016","05/01/2016","0:00",1194.72,-0.225551999999993
"Wheeler Lake",439800,92014,"2017","10/19/2017","0:00",1195.12,-0.103632000000061
"Wheeler Lake",439800,92014,"2017","05/12/2017","0:00",1194.9,-0.170687999999984
"Wheeler Lake",439800,92014,"2016","11/16/2016","0:00",1194.32,-0.347472000000039
"Wheeler Lake",439800,92014,"2016","04/26/2016","0:00",1194.82,-0.195072000000039
"Wheeler Lake",439800,92014,"2015","08/26/2015","0:00",1194.04,-0.432816000000003
"Wheeler Lake",439800,92014,"2015","11/09/2015","0:00",1193.98,-0.451103999999987
